route_id,route_short_name,agency_id,route_type,route_long_name
532K,532K,TGSRTC,3,532K-AFZALGUNJ-TO-KOTHUR-RJNR
532MZ,532MZ,TGSRTC,3,532MZ-AFZALGUNJ-TO-MIDZIL-VIA-NIRDHAVELLII-MHRM
535,535,TGSRTC,3,535-TADIPARTHY-TO-CHARMINAR-MHRM
535S,535S,TGSRTC,3,535S-AFZALGUNJ-TO-SIDDAPUR-MHRM
536,536,TGSRTC,3,532-AFZALGUNJ-TO-KOTHUR-MHRM
537,537,TGSRTC,3,537-AFZALGUNG-TO-KODICHERLA-FM
538,538,TGSRTC,3,538-AFZALGUNG-TO-CHOWLAPALLE-FM
539,539,TGSRTC,3,539-C.B.S-TO-KHANASHANTHIVANAM-MHRM
539/452,539/452,TGSRTC,3,539/452-KHANASHANTHIVANAM-TO-MAHESVARAMBUSSTOP-MHRM
540,540,TGSRTC,3,540-MGBS-TO-AMANGAL-MDN
540/251L,540/251L,TGSRTC,3,540/251L-AMANGAL-TO-LB NAGAR-VIA-CHAMPAPET
540/400,540/400,TGSRTC,3,540/400-LB NAGAR-TO_AMANAGAL_VIA-BONGLOOR
540K,540K,TGSRTC,3,540K-WOMENCE COLLAGE-TO-KOTHAPET
540M,540M,TGSRTC,3,540M-ISSADAN-TO-MIDZIL-VIA-CHOWDARPALLY-MHRM
540MA,540MA,TGSRTC,3,540-MIDZIL-TO-ISSADAN-VIA-AMANGAL-KCGDEPOT
545,545,TGSRTC,3,545-POCHAMPALLY-TO-UPPAL X ROAD-UPL
546,546,TGSRTC,3,546 BHUVANAGIRI TO ECIL ...
549,549,TGSRTC,3,549-GOLIGUDEM-TO-UPPAL X ROAD-EX_UPL
555,555,TGSRTC,3,524_D_DSNR_PCPL
555P,555P,TGSRTC,3,555P-DILSUKHNAGAR-TO-PANTHANGI_HYT1
564,564,TGSRTC,3,564-RAMANESHWARAM-TO-UPPAL X ROAD-UPL
567,567,TGSRTC,3,567-BANDANARSAMPALLY-TO-SECUNDERABAD-HPT
567G,567G,TGSRTC,3,272G-SILVER ROUTE-GANDIMISAMMA-TO-SECUNDERABAD-JDM
567K,567K,TGSRTC,3,567K-KONDAPUR-TO-MEDCHAL-MDCL
567KCH,567KCH,TGSRTC,3,567KCH-MEDCHAL-TO-KUCHARAM-MDCL
567R,567R,TGSRTC,3,567R-MEDCHAL-TO-RAMREDDYBAVI-TO-NARSAPUR-MDCL
568,568,TGSRTC,3,568-SECUNDERABAD-TO-VARADARAJPURAM-HPT
571T,571T,TGSRTC,3,571T-THIMMAPUR-TO-ECIL-KG
573,573,TGSRTC,3,573-TEEGUL-TO-ECIL
577,577,TGSRTC,3,577-ECIL-TO-DHARMARAM-KG
578,578,TGSRTC,3,578-TURKAPALLY-TO-ECIL-KG
579,579,TGSRTC,3,579-GURUVANNAPETA-TO-ECIL-KG
580,580,TGSRTC,3,580-YADAGIRIGUTTA-TO-SECUNDERABAD-KG
580J,580J,TGSRTC,3,580-YADAGIRIGUTTA-TO-ECIL-KG
585,585,TGSRTC,3,585-MEDCHAL-TO-RAMALINGAMPALLY-TO-GHATKESAR-MDCL
585Y,585Y,TGSRTC,3,585Y-GHATKESAR-TO-YADGARPALLY-TO-MEDCHAL-MDCL
587,587,TGSRTC,3,587-MEDCHAL-TO-YADAGIRIGUTTA-MDCL
589,589,TGSRTC,3,589-SILVER-RAMAYAMPET-TO-SECUNDERABAD_PVG
589GS,589GS,TGSRTC,3,589GS-TOOPRAN-TO-SECUNDERABAD-MDCL
589GT,589GT,TGSRTC,3,589GS-SECUNDERABAD-TO-GHANPUR-TO-TOOPRAN-MDCL
589MAR,589MAR,TGSRTC,3,589MAR-MEDCHAL-TO-ALLAPUR-TO-RAMAYAMPET-MDCL
589MLT,589MLT,TGSRTC,3,589MLT-MEDCHAL-TO-TOLLGATE-TO-TOOPRAN-MDCL
589MT,589MT,TGSRTC,3,589MT-MEDCHAL-TO-TOOPRAN-MDCL
589PT,589PT,TGSRTC,3,589PT-SECUNDERABAD-TO-POTHARAM-TO-TOOPRAN-MDCL
589RM,589RM,TGSRTC,3,589RM-MEDCHAL-TO-RAMAYAMPET-MDCL
589TS,589TS,TGSRTC,3,589TS-TOOPRAN-TO-SECUNDERABAD-MDCL
589TV,589TV,TGSRTC,3,589TV-VELDURTHY-TO-TOOPRAN-MDCL
592,592,TGSRTC,3,592-MEHDIPATNAM-TO-KANDAWADA-MP
593,593,TGSRTC,3,593-CHEVELLA-TO-MEHDIPATNAM-MP
593/316,593/316,TGSRTC,3,593/316- CHEVELLA TO GACHIBOWLI UP
593D,593D,TGSRTC,3,593D-DUDDAGU-TO-MEHDIPATNAM-MP
593U,593U,TGSRTC,3,593U-URELLA-DEVUNI ERRAVALLI-MEHDIPATNAM-MP
5D,5D,TGSRTC,3,5D-SECRETERIATE-TO-MEHDIPATNAM DEPOT-MP
5E,5E,TGSRTC,3,5E-MEHIDIPATNAM-TO-ERRAMANZIL-CNT
5G,5G,TGSRTC,3,5G-GOLKONDA-TO-SECUNDERABAD-CNT
5K,5K,TGSRTC,3,5K-MEHDIPATNAM-TO-SECUNDERABAD-JBS-CNT
5K/120K,5K/120K,TGSRTC,3,5K-92A-ARAMGHAR-TO-SECUNDERABAD-RJNR
5K/188,5K/188,TGSRTC,3,5K/188-SILVER-SECUNDERABAD-TO-KALIMANDIR
5K/188K,5K/188K,TGSRTC,3,5k/188k-KISMATHPUR-TO-SECBAD
5K188K,5K188K,TGSRTC,3,5k/188k-KISMATHPUR-TO-SECBAD
5K/188P,5K/188P,TGSRTC,3,5K/188-SILVER-SECUNDERABAD-TO-KALIMANDIR
5K/188R,5K/188R,TGSRTC,3,5K/188R-RJNR DEPOT-TO-SECBAD
5K/251,5K/251,TGSRTC,3,5K/251-SECUNDERABAD-TO-SHAMSABAD-RJNR
5K/25S,5K/25S,TGSRTC,3,5K/25S-MEHDIPATANAM-TO-SUCHITHRA-1561-16-50
5K/92A,5K/92A,TGSRTC,3,5K/92A-SECUNDERABAD-TO-ARAMGHAR-RJNR
5KD,5KD,TGSRTC,3,5KD-MOTHIDARWAZA-TO-SECUNDERABAD-MP
5KG,5KG,TGSRTC,3,5K-SECUNDERABAD-TO-MEHDIPATNAM DEPOT-MP
5K/S,5K/S,TGSRTC,3,5K/S-SECUNDERABAD-TO-SHAIKPET FILTER-MP
5K/T,5K/T,TGSRTC,3,5K/T-TALLAGADDA-TO-SECUNDERABAD-MP
5M,5M,TGSRTC,3,5K-MEHDIPATNAM-TO-SECUNDERABAD-JBS-CNT
5R,5R,TGSRTC,3,5R-RISALABAZAR-TO-MEHDIPATNAM-HPT
5SK,5SK,TGSRTC,3,5SK-SHAIKPET-TO-SECUNDERABAD-MP
5XD,5XD,TGSRTC,3,5XD-MEHDIPATNAM DEPOT-TO-MOTHIDARWAZA-MP
65M,65M,TGSRTC,3,8A-SILVER-CHARMINAR-TO-SECUNDRABAD
65M/123,65M/123,TGSRTC,3,65M/123-AFZALGUNJ-TO-MANCHIREVULLA-FQNR
65M/G,65M/G,TGSRTC,3,65M-GOLCONDA-TO-PAHADI SHARIF-FM
666,666,TGSRTC,3,666_D_DSNR_VELMINEDU
6L,6L,TGSRTC,3,217-AFZALGUNJ-TO-GAR
6N/47W,6N/47W,TGSRTC,3,6N/47W-ECIL-TO-WAVEROCK-KG
6R,6R,TGSRTC,3,6R-MEHDIPATNAM-TO-RAMNAGAR
6RK,6RK,TGSRTC,3,6RK-KALIMANDIR-TO-RAMNAGAR-MSRD2
6X,6X,TGSRTC,3,6X-CHENGICHERLA-TO-MEHDIPATNAM-CGCL
70,70,TGSRTC,3,8A-SILVER-CHARMINAR-TO-SECUNDRABAD
70A,70A,TGSRTC,3,252S-SHANKARAPUR-TO-SECUNDRABAD-FM
71,71,TGSRTC,3,71-AFZALGUNG-TO-INDRANAGAR(BODUPPAL)
71A,71A,TGSRTC,3,71A-AFZALGUNJ-TO-CHENGICHERLA DEPOT-CGCL
71A/B,71A/B,TGSRTC,3,71A/B-HIGH COURT-AFZAGUNJ-TO-CHENGICHERLA-CGCL
71A/C,71A/C,TGSRTC,3,71A/C-CHERLAPALLY-CHENGICHERLA X ROAD-TO-AFZALGUNJ-CGCL
71K,71K,TGSRTC,3,2-KACHEGUDA DEPOT-TO-SECUNDERABAD-KCG
71K/L,71K/L,TGSRTC,3,2K-JIYAGUDA KHT-TO-KACHEGUDA DEPOT-KCG
72,72,TGSRTC,3,72-HIGH COURT-TO-LB NAGR-HYT1
72/204P,72/204P,TGSRTC,3,72/204P-PASUMAMULA-AFZALGUNJ-HYT1
72/208,72/208,TGSRTC,3,72/208-KUNTLOOR-HIGHCOURT-HYT1
72/208C,72/208C,TGSRTC,3,72H/208C-HAYATHNAGAR-TO-AFZALGUNJ
72/277D,72/277D,TGSRTC,3,290U-SILVER-JBS-AUTO NAGAR-TO-HAYATHNAGAR
72B/J,72B/J,TGSRTC,3,72B/J-AFZALGUNJ-TO-DRF-BANDLAGUDA DEPOT-BDG
72D,72D,TGSRTC,3,218D-D-DSNR-TO-PTC
72H,72H,TGSRTC,3,72H-LB NAGAR-TO-CBS
72H/201,72H/201,TGSRTC,3,72H/201-BACHARAM-TO-AFZALGUNJ-HYT2
72H/201J,72H/201J,TGSRTC,3,AFZALGUNJ_TO_JAYAPRAKASH NAGAR - 201K/J
72H/201K,72H/201K,TGSRTC,3,72H/201K-AFZALGUNJ-KUNTLOOR-HYT1
72H/204,72H/204,TGSRTC,3,72H/204-GANDICHERVU-AFZALGUNJ-HYT1
72H/204K,72H/204K,TGSRTC,3,72H/204K-KOHEADA-AFZALGUNJ-HYT1
72H/204P,72H/204P,TGSRTC,3,72H/204P-AFZALGUNJ-TO-PASUMAMUL-HYT1
72H/205,72H/205,TGSRTC,3,72H/205-ABDULLAPUR METTU-TO-AFZALGUNJ-HYT2
72H/205F,72H/205F,TGSRTC,3,72KH/205J-JNNURM COLONY-TO-KH TEMPLE-HYT2
72H/205J,72H/205J,TGSRTC,3,72H/205J-AFZALGUNJ-TO-JNNURM COLONY-HYT2
72H/208C,72H/208C,TGSRTC,3,72H/208C-HIGH COURT-HAYATHNAGAR-HYT1
72H/463,72H/463,TGSRTC,3,72H/463-SILVER-DESHMUKHI-DILSUKHNAGAR-TO-AFZALGUNJ
72J,72J,TGSRTC,3,201M-KOTI WOMENS COLLEGE-TO-MARRIPALLY-BDG
72KH,72KH,TGSRTC,3,72KH-JNNURM COLONY-TO-AFZALGUNJ-HYT2
72KH/205J,72KH/205J,TGSRTC,3,72KH-KH TEMPLE-TO-HAYATHNAGAR-HYT2
72L,72L,TGSRTC,3,72/100GL-AFZ-SOUTHEND-BDG-BDG
72S,72S,TGSRTC,3,107-D-SRNR-TO-DSNR
72V,72V,TGSRTC,3,72V-HARIHARAPURAM-TO-AFZALGUNJ
72V/I,72V/I,TGSRTC,3,72V/I-INJAPUR-RAITHU BAZAR-TO-AFZALGUNJ-HYT2
72V/S,72V/S,TGSRTC,3,72V/S-SAHEB NAGA-RAITHU BAZAR-TO-AFZALGUNJ-HYT2
7Z,7Z,TGSRTC,3,95-RJNR DEPOT-TO-AFZALGUNJ-RJNR
7Z/251,7Z/251,TGSRTC,3,7Z/251-EX-SHAMSHABAD-TO-SECUNDERABAD
7Z/251A,7Z/251A,TGSRTC,3,7Z/251A-AIRPORT-TO-SECUNDERABAD-RJNR
7Z/251S,7Z/251S,TGSRTC,3,7Z/251S-SULTHANPALLY-TO-SECUNDERABAD-RJNR
7Z/449,7Z/449,TGSRTC,3,7Z/449-SECUNDERABAD-TO-MALLPUR-RJNR
7Z/452,7Z/452,TGSRTC,3,7Z/452-SECUNDERABAD-TO-MAHESHVARAMDEPOT-MHRM
7Z/453,7Z/453,TGSRTC,3,7Z/453-GUDUR-TO-SECUNDERABAD-RJNR
7Z/539,7Z/539,TGSRTC,3,7Z/539-SECUNDRABAD-TO-KHANASHANTHIVAHNAM-MHRM
7Z/95P,7Z/95P,TGSRTC,3,7Z/95P-AG COLLEGE-TO-SECUNDERABAD
8,8,TGSRTC,3,8-GANDHIBHAVAN-TO-SECUNDERABAD-HPT
8/24B,8/24B,TGSRTC,3,24B-BALAJINAGAR-TO-SECUNDERABAD-HPT
83/272,83/272,TGSRTC,3,83J/272-SILVER-KACHIGUDA STATION-TO-GANDIMAISAMMA
83J/272,83J/272,TGSRTC,3,9X-KCG-CBS-DUNDIGAL-JDM
83J/272G,83J/272G,TGSRTC,3,219/272G -JDM-GANDIMISAMMA-TO-PATANCHERUVU
83J/A,83J/A,TGSRTC,3,83J/A-SILVER-KACHEGUDA DEPOT-TO-APURUPA COLONY
83V,83V,TGSRTC,3,2V-MUSHEERABAD DEPO-KACHIGUDA STASTION-MSRD
85,85,TGSRTC,3,8A-SILVER-CHARMINAR-TO-SECUNDRABAD
85/253L,85/253L,TGSRTC,3,85/253L-CHARMINAR-TO-LEMUR-MHRM
85C,85C,TGSRTC,3,85C-PAHADISHAREEF-TO-CHARMINAR-FQNR
85K,85K,TGSRTC,3,8A-SILVER-SECUNDRABAD-TO-FALAKNUMADEPOT
85M,85M,TGSRTC,3,8A/251SECUNDRABAD-TO-SHAMSHABAD
85T,85T,TGSRTC,3,85T-TUKKUGUDA TO-FAROQNAGAR DEPOT
86A,86A,TGSRTC,3,86A-SECUNDERABAD-TO-AFZALGUNJ-KCG
86J,86J,TGSRTC,3,86J-JIYAGUDA KHT-TO-SECUNDERABAD-KCG
86K,86K,TGSRTC,3,86A-SECUNDERABAD-TO-AFZALGUNJ-KCG
86V,86V,TGSRTC,3,86V-MUSHEERABAD DEPOT-TO-KOTI TERMINAL
8A,8A,TGSRTC,3,8A-SILVER-CHARMINAR-TO-SECUNDRABAD
8A/178G,8A/178G,TGSRTC,3,8A/178G-GHOUSENAGAR-TO-SECUNDRABAD
8A/253M,8A/253M,TGSRTC,3,8A/253M-SECUNDERABAD-MAHESWARAM-RNG
8A/253S,8A/253S,TGSRTC,3,666_D_VELMINEDU_AFZALGUNJ
8A/532,8A/532,TGSRTC,3,8A/532-JP DARGA-TO-SECUNDRABAD-FM
8A/539,8A/539,TGSRTC,3,8A/539-SECUNDRABAD-TO-KAHNASHANTHIVANAM-MHRM
8A/67L,8A/67L,TGSRTC,3,8A/67L-LALITHABAGH-TO-SECUNDRABAD
8A/75A,8A/75A,TGSRTC,3,8A/75A-SECUNDRABAD-TO-ARUNDHATHI COLONY
8A/85,8A/85,TGSRTC,3,8A-SILVER-SECUNDRABAD-TO-CHARMINAR
8A/R,8A/R,TGSRTC,3,8A/R-SECUNDRABAD-RJBV-TO-FALAKNUMA DEPOT-FM
8A/U,8A/U,TGSRTC,3,8A/U-FM DEPOT-UPPUGUDA-TO-SECUNDRABAD-FM
8C,8C,TGSRTC,3,8C-SILVER-SECUNDRABAD-TO-CHANDRAYANAGUTTA
8C/229,8C/229,TGSRTC,3,8C/229-MEDCHAL.-TO-AFZALGAUJ-MDCL
8C/252,8C/252,TGSRTC,3,8C-SILVER-SECUNDRABAD-TO-CHANDRAYANAGUTTA
8M,8M,TGSRTC,3,8M-SECUNDERABAD-TO-CBS-HPT
8N,8N,TGSRTC,3,8N-SECUNDERABAD-NAMPALLY-RNG
8R,8R,TGSRTC,3,8R-CBS-TO-HAKIMPET-HPT
90/250,90/250,TGSRTC,3,90/250-CHANDRAYANGUTTA-TO-IG MINT-MDN
90B/K,90B/K,TGSRTC,3,90L-D_JBS_LBNR
90D,90D,TGSRTC,3,90D/47L_DSNR TO FILM NAGAR
90L,90L,TGSRTC,3,90L-D_SECBAD_DSNR
90L/22,90L/22,TGSRTC,3,90L/22-BDL COMPANY-TO-HAKIMPET-HPT
90L/300A,90L/300A,TGSRTC,3,"90L/300A-PJTSAU-TO-LB NAGAR-DSNR,"
90L/V,90L/V,TGSRTC,3,90L/V-JBS-UPPAL-TO-NGOS COLONY-HYT2
90N/U,90N/U,TGSRTC,3,96B-DILSUKHNAGAR-TO-BANDLAGUDA DEPOT-BDG
90U,90U,TGSRTC,3,90U-D-DSNR-UPLXROAD-DSNR
90U/B,90U/B,TGSRTC,3,90L-D_LBNR-JBS
92/253M,92/253M,TGSRTC,3,92C/254K-MEHDIPATNAM-TO-KONGARAKALAN-MP
92A,92A,TGSRTC,3,92A-SILVER-ARAMGHAR-TO-MEHDIPATNAM
92A/215,92A/215,TGSRTC,3,5K-92A-ARAMGHAR-TO-SECUNDERABAD-RJNR
92A/251AR,92A/251AR,TGSRTC,3,92A/251AR-MEHDIPATNAM-TO-RGI AIRPORT-RJNR
92A/251S,92A/251S,TGSRTC,3,92a/251s-Mehdipatnam-to-Sulthanpally
92A/450,92A/450,TGSRTC,3,532-RJNR DEPOT-TO-PEDDASOLIPET-RJNR
92A/49M,92A/49M,TGSRTC,3,92A/49M-SILVER-ARAMGHAR-TO-JBS
92N,92N,TGSRTC,3,92N-RJNR DEPOT-TO-NALANDA NAGAR
92N/5K,92N/5K,TGSRTC,3,92N/5K-NALANDA NAGAR-TO-SECUNDERABAD-RJNR
92R,92R,TGSRTC,3,92R-RAJENDERNAGAR DEPOT-TO-RAJENDRANAGAR-RJNR
92R/5K,92R/5K,TGSRTC,3,92R/5K-SECUNDERABAD-TO-RAJENDERNAGAR-RJNR
92RD,92RD,TGSRTC,3,92RD-RJNR DEPOT-TO-MEHDIPATNAM
93L,93L,TGSRTC,3,93L-SPHOORTHY ENGG COLLEGE-VIJAY PURI COLONY
93V,93V,TGSRTC,3,93V-VIJAYA PURI COLONY-SECRETARIET-MDN
94,94,TGSRTC,3,CBS-TO-AFZALGUNJ LIBRARY-KCG
94/220K,94/220K,TGSRTC,3,94/220k-KOLLUR_TO_CHANDRAYANGUTTA_FQNR
94N,94N,TGSRTC,3,94N-NALANDA NAGAR-TO-KOTI
94NR,94NR,TGSRTC,3,92N-RJNR DEPOT-TO-NALANDA NAGAR
94R,94R,TGSRTC,3,94R/M-RAJENDRANAGAR-TO-KOTI-RJNR
94R/M,94R/M,TGSRTC,3,94R-RAJENDRANAGAR-TO-KOTI-RJNR
94U,94U,TGSRTC,3,94N-KOTI-TO-NALANDA NAGAR
95,95,TGSRTC,3,95-AFZALJUNG-TO-RJNR DEPOT-RJNR
95K,95K,TGSRTC,3,95-AFZALJUNG-TO-RJNR DEPOT-RJNR
95K/1Z,95K/1Z,TGSRTC,3,95K/1Z-SRIRAM COLONY-TO-SECUNDERABAD-RNJR
95M,95M,TGSRTC,3,95M-RAJENDERNAGARDEPOT-TO-JALPALLY-RJNR
95N,95N,TGSRTC,3,95N-KOTI-TO-NETAJI NAGAR-RJNR
95P,95P,TGSRTC,3,95P-KOTI-TO-AG COLLEGE
96,96,TGSRTC,3,96D_WOMENS COLLEGE_TO_DSNR
96B,96B,TGSRTC,3,96B-LB NAGAR-TO-BANDLAGUDA DEPOT-BDG
96L,96L,TGSRTC,3,8A-SILVER-SECUNDRABAD-TO-CHANDRAYANAGUTTA
9F,9F,TGSRTC,3,9F-SILVER-BORABANDA-TO-CHARMINAR
9K,9K,TGSRTC,3,9K-GANDIMAISAMMA-TO-CHANDRAYAN GUTTA-FM
9K/102,9K/102,TGSRTC,3,NEW-JDM-BDL FACTORY-TO-DUNDIGAL VILLAGE-0951-0805
9K/230P,9K/230P,TGSRTC,3,9K/230P-SILVER ROUTE-AFZALGUNJ-DUNDIGAL
9K/272G,9K/272G,TGSRTC,3,9K/230P-SILVER ROUTE-AFZALGUNJ-DUNDIGAL
9M/X,9M/X,TGSRTC,3,9M/X-CHARMINAR-TO-GANDIMAISAMMA-FQNR
9Q,9Q,TGSRTC,3,NEW-9Q-QUTHBULLAPUR-TO-CBS-JDM
9S,9S,TGSRTC,3,9s-CBS-TO-SUBASH NAGAR-JDM
9X,9X,TGSRTC,3,9X/230-DUNDIGAL-TO-CBS-JDM
9X/171,9X/171,TGSRTC,3,9X/171-GAJULARAMARAM-TO-CBS-JDM
9X/171R,9X/171R,TGSRTC,3,171SM-SECUNDERABAD-TO-SRI RAM NAGAR-JDM
9X/230,9X/230,TGSRTC,3,9X-SILVER-GANDIMAISAMMA-TO-CBS-JDM
9X/272,9X/272,TGSRTC,3,9X/230-DUNDIGAL-TO-CBS-JDM
9X/272G,9X/272G,TGSRTC,3,9X-SILVER-GANDIMAISAMMA-TO-CBS-JDM
9X/283C,9X/283C,TGSRTC,3,9X/283C-JEEDIMETLA-SURARAM-TO-CBS-JDM
9X/41C,9X/41C,TGSRTC,3,9X-SILVER-GANDIMAISAMMA-TO-CBS-JDM
9XC/230P,9XC/230P,TGSRTC,3,9X/230-DUNDIGAL-TO-CBS-JDM
9Y/F,9Y/F,TGSRTC,3,9Y/F-KUKATPALLY DEPOT-TO-BORABANDA-KP
AA,AA,TGSRTC,3,AA (RGIA -AFZ- SEC)
AC,AC,TGSRTC,3,AC (RGIA - JBS)
AJ,AJ,TGSRTC,3,AJ-(RGIA-MIYAPUR DEPOT)
AK,AK,TGSRTC,3,AK-(MIYAPUR DEPOT- RGIA)
AL,AL,TGSRTC,3,AL-(RGIA-JBS)
AM,AM,TGSRTC,3,AA (JBS -AFZ- RGIA)
RJNR,RJNR,TGSRTC,3,RJNR-RAJENDERNAGAR-TO-RJNR DEPOT (VIA DAIRY FARM)
